순번,업소명,연락처,팩스,주소,영업시간,휴무일,기본정보,장애인 편의 시설,주출입구,장애인전용주차구역,출입문 문 폭,복도/통로,장애인용 엘리베이터,장애인용 화장실,음식점 좌석/테이블,장애인용 관람석,접수대 작업대,샤워실 탈의실,테이블/진열대 등 통로 폭,장애인용 객실,여객시설,비치용품,이용가능댓수,턱 치수 *삭제된 항목,단차 cm,메뉴명,경도,위도,다음 경도,다음 위도,소분류,접근여부,엘리베이터 여부,화장실 여부,경사로 여부,,,,2
1246,BBQ 성산점,02-324-9289,,서울시 마포구 성산동 277-19,,,,,턱이나계단없음,,이용가능(80cm 이상),이동가능,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,이용불편(높이 90cm 이하),,,,,,,,,생활,126.90655,37.56301,191743.5899,451501.5589,음식점,2,,2,1,,,,2
1247,파리바게뜨 성산행복점,02-338-3433,,서울시 마포구 성산동 263-1,,,,,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,이용불편(높이 90cm 이하),,,,,,,,,생활,126.90577,37.56118,191674.4724,451298.5192,음식점,2,,2,2,,,,2
1248,계성치킨 직영점,02-585-9858/02-598-9858,,서울시 관악구 남현동 1067-19,,,,,경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,이용불편(높이 90cm 이하),,,,,,,,,생활,126.97717,37.47579,197980.5955,441817.3777,음식점,2,,2,2,,,,2
1249,본도시락 사당점,02-3473-4282,,서울시 관악구 남현동 1056-28 1층,,,,,턱이나계단없음,,이용가능(80cm 이상),이동가능,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,이용불편(높이 90cm 이하),,,,,,,,,생활,126.97595,37.47624,197872.6944,441867.3486,음식점,2,,2,1,,,,2
1250,디바인커피,02-332-5599,,서울시 마포구 망원동 374-3,,,,,턱이나계단없음,,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,이용불편(높이 90cm 이하),,,,,,,,,생활,126.9087,37.55646,191932.8387,450774.3995,음식점,2,,2,1,,,,2
1251,뚜레쥬르 낙성대동남부점,02-875-4555,,서울시 관악구 낙성대동 1613-1번지,,,,,경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,,1개씩 이동 가능한 좌석,,이용불편(높이 90cm 이하),,,,,,,,,생활,126.95565,37.47847,196077.2057,442115.5008,음식점,2,,2,2,,,,2
1252,쟝블랑제리,02-588-8100-61407,,서울시 관악구 낙성대동 1660-7,,,,주출입구단차없음지하철접근가능,턱이나계단없음,,이용가능(80cm 이상),이동가능,,,1개씩 이동 가능한 좌석,,이용불편(높이 90cm 이하),,,,,,,,,생활,126.96195,37.47715,196634.3868,441968.7547,음식점,1,2,2,1,,,,2
1253,파불콩,02-873-8232,,서울시 관악구 봉천동 1601-22,,,,,경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,이용불편(높이 90cm 이하),,,,,,,,,생활,126.95555,37.47992,196068.4366,442276.4357,음식점,2,,2,2,,,,2
1254,yp세프다이어리,02-3789-2456,,서울시 용산구 동자동 2-1,,,,일반화장실지상버스 접근가능장애인이용매표소,턱이나계단없음,,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,,,,,,,,,,생활,126.9763,37.55294,197905.7974,450380.0677,음식점,2,2,2,1,,,,2
1255,밀크밥버거 숙대입구점,02-790-1989,,서울시 용산구 남영동 16-5,,,,일반화장실지하철접근가능지상버스접근가능,턱이나계단없음,,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,,,,,,,,,,생활,126.9725,37.54503,197569.7613,449502.2444,음식점,2,2,2,1,,,,2
1256,선명 구이가,02-319-6578,,서울시 용산구 후암동 249-7,,,,일반화장실지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,,,,,,,,,,생활,126.97836,37.54723,198087.6793,449746.2824,음식점,2,2,2,2,,,,2
1257,젠트레이디,02-3789-5482,,서울시 용산구 후암동 255-25,,,,일반화장실지하철접근가능지상버스접근가능,턱이나계단없음,,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,,,,,,,,,,생활,126.97858,37.54619,198107.0943,449630.8505,음식점,2,2,2,1,,,,2
1258,카페후암동,전화번호없음,,서울시 용산구 후암동243-1,,,,일반화장실지하철 접근가능지상버스 접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,,,,,,,,,,생활,126.97751,37.54873,198012.6048,449912.782,음식점,2,2,2,2,,,,2
1259,팬차이나 숙대본점,070-4227-0396,,서울시 용산구 청파동 2가 105-2,,,,일반화장실지하철접근가능지상버스접근가능,턱이나계단없음,,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,,,,,,,,,,생활,126.97009,37.54635,197356.8306,449648.8134,음식점,2,2,2,1,,,,2
1260,맛양값,070-7590-4567,,서울시 마포구 망원동 377-16,,,주출입구는 계단이 있어서 접근이 불가능하고  밖에 테이블이 설치 되어 있어서 음식을 주문을 하면 밖에서 먹어야함.  여름에는 괜찮은데 겨울에는 음식을 주문을 해서 먹으러 하면 추워서 못먹음.,,,,이용가능(80cm 이상),이동불편,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,이용불편(높이 90cm 초과),,,,,,,,,생활,126.90954,37.55582,192006.9917,450703.2954,음식점,2,,2,4,,,,2
1261,피자스쿨 후암점,02-824-2222,,서울시 용산구 후암동 194-19,,,,일반화장실지하철접근가능지상버스접근가능,턱이나계단없음,,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,,,,,,,,,,생활,126.97823,37.54624,198076.1658,449636.407,음식점,2,2,2,1,,,,2
1262,주먹대장 신림본점,02-883-2283,,서울시 관악구 신림로 391,,,,,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,이용불편(높이 90cm 이하),,,,,,,,,생활,126.92782,37.48907,193616.5208,443293.4836,음식점,2,,2,2,,,,2
1263,할매순대국 당곡사거리점,02-883-8188,,서울시 관악구 봉천동 735-1 1층,,,,,경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,이용불편(높이 90cm 이하),,,,,,,,,생활,126.92692,37.49097,193537.09,443504.42,음식점,2,,2,2,,,,2
1264,엉터리생고기 신림점,02-885-9620,,서울시 관악구 신림로 1428-12,,,,,경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),이동가능,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,이용불편(높이 90cm 이하),,,,,,,,,생활,126.92883,37.48798,193705.7521,443172.4399,음식점,2,,2,2,,,,2
1265,엘라 화덕 피자,02-533-7825,,서울시 동작구 사당동 89-1,,,,일반화장실지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,,,,,,,,,,생활,126.98162,37.48971,198374.5173,443362.2267,음식점,2,2,2,2,,,,2
1266,Lib커피숍,,,서울시 관악구 봉천동 1656-22 1층,,,인도가 좁아서 주출입구를 제대로 사진을 못찍음.,,턱이나계단없음,,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,이용불편(높이 90cm 초과),,,,,,,,,생활,126.96684,37.47549,197066.8541,441784.3534,음식점,2,,2,1,,,,2
1267,빕스 사당역점,02-3472-1997,,서울시 관악구 과천대로 939,,,,,턱이나계단없음,,이용가능(80cm 이상),이동가능,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,이용불편(높이 90cm 초과),,,,,,,,,생활,126.98143,37.47438,198357.3786,441660.8038,음식점,2,,2,1,,,,2
1268,뚜레쥬르 사당시티점,02-583-2688,,서울시 동작구 사당동 1009-43,,,,일반화장실지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,,,,,,,,,,생활,126.98033,37.48277,198260.2719,442592.0015,음식점,2,2,2,2,,,,2
1269,파리바게뜨 이수태평점,02-591-2120,,서울시 동작구 사당동 139-1,,,,일반화장실지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,,,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,,,,,,,,,,생활,126.98095,37.48731,198315.2103,443095.8701,음식점,2,2,2,2,,,,2
1270,할리스 이수역점,02-588-4845,,서울시 동작구 사당동 1007-41,,,,일반화장실지하철접근가능지상버스접근가능,턱이나계단없음,,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,,,,,,,,,,생활,126.98162,37.48403,198374.3943,442731.8217,음식점,2,2,2,1,,,,2
1271,남원골 추어탕,02-794-1490,,서울시 용산구 남영동 96-6,,,,일반화장실지하철접근가능지상버스접근가능,턱이나계단없음,,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,,,,,,,,,,생활,126.97372,37.54249,197677.4967,449220.3043,음식점,2,2,2,1,,,,2
1272,놀부부대찌개&철판구이 남영점,02-798-1666,,서울시 용산구 남영동 82-1,,,,일반화장실지하철접근가능지상버스접근가능,턱이나 계단 없음 경사로 이용가능(기울기 5도 이하),,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,,,,,,,,,,생활,126.97296,37.5427,197610.3382,449243.6308,음식점,2,2,2,2,,,,2
1273,롯데리아 노량진점,02-821-0308,,서울시 동작구 노량진 45-3,,,,일반화장실지하철접근가능지상버스접근가능,턱이나계단없음,,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석이동 가능한 다인용 좌석,,,,,,,,,,,생활,126.93995,37.51319,194690.986,445969.7384,음식점,2,2,2,1,,,,2
1274,롯데리아 신정네거리점,02-2608-1712,,서울시 양천구 신정3동 1190-3 중앙빌딩 1층,,,구 건물이라 건축물 출입 계단이 있어 못하고  롯데리아 내부 접수대 앞  공간에도 계단으로 인해 접근 불가.  출입구  경사로 각도 심하고 튼튼하지 않음.  동행자 있어야 함.,지하철접근가능지상버스접근가능,,일반 주차장만 있음,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석고정식 좌석,,이용불편(높이 90cm 초과),,,,,,,,,생활,126.85225,37.52092,186938.7826,446836.2333,음식점,2,2,2,4,,,,2
1275,스타벅스 까치산역점,02-758-8538,,서울시 강서구 화곡1동 343-1  동진빌딩 12층,,,엘리베이터가 좁음.  주차장 건물 뒤편.,장애인용엘리베이터장애인용주차장일반주차장주출입구단차없음지하철접근가능지상버스접근가능,턱이나계단없음,이용가능,이용가능(80cm 이상),,휠체어 사용자용 조작반 설치,,1개씩 이동 가능한 좌석고정식 좌석,,이용불편(높이 90cm 초과),,,,,,,,,생활,126.8461,37.53231,186397.1858,448101.2542,음식점,1,1,2,1,,,,2
1276,미스터피자 목동점,02-2652-3634,,서울시 양천구 신정3동 1031-9 신정메디칼프라자  2층,,,장애인용 화장실 1층에 있으나 사용 못함. (각종 물건들이 있음.),장애인용화장실장애인용엘리베이터장애인용주차장일반주차장주출입구단차없음지하철접근가능지상버스,턱이나계단없음,이용가능,이용가능(80cm 이상),,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀공용자동문대변기 측면만 접근 가능대변기 손잡이 이용 가능,고정식 좌석,,이용불편(높이 90cm 초과),,,,,,,,,생활,126.85345,37.51986,187044.6804,446718.4206,음식점,1,1,1,1,,,,1
1277,배스킨라빈스 신정네거리점,02-2651-6556,,서울시 양천구 신정3동 1031-9 신정메디칼프라자  1층 103호,,,장애인용 화장실 1층에 있으나 사용 못함. (각종 물건들이 있음.),장애인용화장실장애인용엘리베이터장애인용주차장일반주차장지하철접근가능지상버스접근가능,경사로 이용가능(기울기 5도 이하),이용가능,이용가능(80cm 이상),,휠체어 사용자용 조작반 설치음성신호장치 설치,남녀공용자동문대변기 측면만 접근 가능대변기 손잡이 이용 가능,1개씩 이동 가능한 좌석,,이용불편(높이 90cm 초과),,,,,,,,,생활,126.85345,37.51986,187044.6804,446718.4206,음식점,1,1,1,2,,,,1
1278,빵굼터단팥빵 신정네거리역점,02-2649-2045,,서울시 양천구 신정3동 1032-9 1층,,,,지하철접근가능지상버스접근가능,턱이나계단없음,,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석,,이용불편(높이 90cm 초과),,,,,,,,,생활,126.85365,37.51932,187062.2676,446658.4599,음식점,2,2,2,1,,,,2
1279,홍두께 손칼국수,02-2655-1407,,서울시 양천구 신정3도 1032-8 1층,,,인도보다 낮아 약 30cm 턱이 있으나 약 4m 후로 평지가 있어 돌아가면 접근 가능함.,주출입구단차없음지하철접근가능지상버스접근가능,,,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석,,이용불편(높이 90cm 초과),,,,,,,,,생활,126.85305,37.51641,187008.7214,446335.569,음식점,2,2,2,4,,,,2
1280,투썸플레이스 신정네거리역점,02-2061-5961,,서울시 양천구 신정3동 1031-6,,,,일반주차장지하철접근가능지상버스접근가능,경사로 이용가능(기울기 5도 이하),일반 주차장만 있음,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석,,이용불편(높이 90cm 초과),,,,,,,,,생활,126.85322,37.52024,187024.4137,446760.6276,음식점,2,2,2,2,,,,2
1281,정가네 숯불꼼장어,02-2065-9074,,서울시 양천구 신정4동 944-1 신양빌딩 1층,,,신정역에서 신정네거리 중간지점 위치..  저녁에 영업시작.,일반주차장지하철접근가능지상버스접근가능,턱이나계단없음,일반 주차장만 있음,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석고정식 좌석,,,,,,,,,,,생활,126.85183,37.52407,186902.205,447185.9025,음식점,2,2,2,1,,,,2
1282,팔색삼겹살 신정네거리점,02-2065-3382,,서울시 양천구 신정4동 972-3 동성빌딩 1층,,,고깃집.  팔색삼겹살 된장 김치 찌개 등  뒤쪽으로 주차 가능하나 출입구 계단2개가 있어 돌아서 출입해야함.,일반주차장지하철접근가능지상버스접근가능,경사로 이용가능(기울기 5도 이하),일반 주차장만 있음,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석고정식 좌석,,이용불편(높이 90cm 초과),,,,,,,,,생활,126.85262,37.52172,186971.6301,446924.9721,음식점,2,2,2,2,,,,2
1283,도미노피자 발산점,1577-3082,,서울시 강서구 내발산동 655-9  1층,㏂11:00~㏘22:00,,배달전문.   방문 주문시 가격 활인 해 줌.,지하철접근가능지상버스접근가능,경사로 이용불편(기울기 5도 초과),주차장없음,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석,,이용불편(높이 90cm 초과),,이용가능(80cm 이상),,,,,,,생활,126.83707,37.5559,185603.5844,450720.8052,음식점,2,2,2,3,,,,2
1284,라떼르카페,02-2064-8280,,서울시 강서구 내발산동 644-1 훈장갈비 1층,㏂10:00~㏘22:00,명절,직접 로스팅한 커피.,일반주차장지하철접근가능지상버스접근가능,,일반 주차장만 있음,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석고정식 좌석,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,생활,126.83746,37.55814,185638.4745,450969.3591,음식점,2,2,2,4,,,,2
1285,돼지마을 꼼장어촌,02-2636-9955,,서울시 강서구 내발산동 655-6 현대상가 1-9호,㏘17:00~㏂02:00,둘째 넷째주 일요일,,,경사로 이용불편(기울기 5도 초과),주차장없음,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석,,이용불편(높이 90cm 초과),,이용가능(80cm 이상),,,,,,,생활,126.83726,37.55651,185620.4899,450788.4789,음식점,2,,2,3,,,,2
1286,하우돈곱창 발산점,02-2664-4330,,서울시 강서구 내발산동 655-6 현대상가 1층,㏘16:30~㏂01:00,둘째 넷째주 일요일,,지하철접근가능지상버스접근가능,경사로 이용가능(기울기 5도 이하),주차장없음,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석,,이용불편(높이 90cm 초과),,이용가능(80cm 이상),,,,,,,생활,126.83726,37.55651,185620.4899,450788.4789,음식점,2,2,2,2,,,,2
1287,이디야커피 내발산점,02-2658-5359,,서울시 강서구 내발산동 677-10 1층,㏂10:00~㏘22:00,,,지하철접근가능지상버스접근가능,경사로 이용불편(기울기 5도 초과),주차장없음,이용가능(80cm 이상),,,,1개씩 이동 가능한 좌석,,이용불편(높이 90cm 초과),,이용가능(80cm 미만),,,,,,,생활,126.83677,37.55288,185576.4945,450385.6668,음식점,2,2,2,3,,,,2
1288,파리바게뜨 발산중앙점,02-2662-8280,,서울시 강서구 내발산동 678-9 원일빌딩 1층,㏂07:00~㏘24:00,,,지하철접근가능지상버스접근가능,경사로 이용불편(기울기 5도 초과),주차장없음,이용가능(80cm 이상),,,,고정식 좌석,,이용불편(높이 90cm 이하),,이용가능(80cm 이상),,,,,,,생활,126.83606,37.55279,185513.7392,450375.7871,음식점,2,2,2,3,,,,2
